Title,Company,Location,Tag,Type,Link,Posting Date,Job Summary,Compensation
2024 Sales Engineer Intern - Equipment,Trane Technologies,"Ashland, VA",Other,Intern,https://climatebase.org/job/47119925/2024-sales-engineer-intern---equipment?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities:Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:Work directly with our industry leading Sales Engineers and customers.Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information:Pay Range: 18.50 - 26.00Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel :Less than 15% in defined geographyQualifications :Pursuing bachelor’s degree in engineering (Open to all engineering areas of emphasis)Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '18.50', '26.00')"
2024 Sales Engineer Intern - Equipment,Trane Technologies,"Metairie, LA",Other,Intern,https://climatebase.org/job/47119924/2024-sales-engineer-intern---equipment?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities:Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:Work directly with our industry leading Sales Engineers and customers.Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information:Pay Range: 19.98 - 28.08Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel:Less than 15% in defined geographyQualifications:Pursuing bachelor’s degree in engineering (Open to all engineering areas of emphasis)Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '19.98', '28.08')"
2024 Marketing Intern,Trane Technologies,"Davidson, NC",Other,Intern,https://climatebase.org/job/47119922/2024-marketing-intern?utm_source=company_page,2023-10-05,"At  Trane Technologies  TM   and through our businesses including  Trane  ®  and  Thermo King  ® , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Job Summary:Trane Technologies’ early career program internships provide current college students with challenging assignments, leadership training, valuable exposure to our company's senior leaders and opportunities to network. Our 12-week summer internship opportunity offers candidates working toward their Bachelor's in Marketing, Business with Marketing Emphasis, Business Analytics, or Communications with Advertising Emphasis, exposure to variety assignments which could include: Market Research and Segmentation, Brand Development/Management, Customer and Supplier Relations, Channel Development/Management, Demand Creation and Forecasting, Digital Marketing, Tradeshows and Promotions, Product Management and Social MediaDevelopment.At Trane Technologies, we value our people and their development. Through our student programs, participants will have an opportunity to interview for our full-time, post-graduate Accelerated Development Program for Marketing or direct hire opportunities. Click here (https://www.tranetechnologies.com/en/index/careers/early-careers.html)  to learn more.This position is eligible for a Hybrid work schedule and will be based out of one of our many locations across North America.Successful Candidate’s Profile:We are looking for performance-driven, innovative leaders who understand the importance of collaboration and customer focus. A successful candidate will exhibit the following:Collaborate with others to foster effective teamwork by linking own responsibilities to the team’s goals and needs - zeal for new information, knowledge, and experiencesCollect and study market and customer information to assist in making recommendations about markets to target and solutions, products, and services to offer.Identify complex problems and review related information to develop and evaluate options and implement solutions.Willing to be mobile and relocate anywhere in the United StatesPursuing a BS/BA in Marketing, Business with Marketing Emphasis, Business Analytics, or Communications with Advertising Emphasis - with a cumulative overall GPA at or above 3.0Minimum Work Experience: At least one internship or work experienceDemonstrated leadership skills such as: campus organizations, sports team captain, resident advisor, etc. or exceptional leadership of work projectsU.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the futureSalary Information Base Pay: $18.00 – $26.00 per hourDisclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed. We offer competitive compensation and comprehensive benefits and programs that help our employees thrive in both their professional and personal lives. We are proud of our winning culture which is inclusive and respectful at its core. We share a passion for serving customers, caring for others, and boldly challenging what’s possible for a sustainable world.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('', '', '')"
2024 Information Technology Intern,Trane Technologies,"La Crosse, WI",Other,Intern,https://climatebase.org/job/47119921/2024-information-technology-intern?utm_source=company_page,2023-10-05,"At  Trane Technologies  TM   and through our businesses including  Trane  ®  and  Thermo King  ® , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Job Summary ：Trane Technologies’ early career student program provides current college students with challenging assignments, leadership training, valuable exposure to our company's senior leaders and opportunities to network. Our 12-week summer internship opportunity offers candidates working toward their Bachelor’s in Management Information Systems, Business Information Technology, Computer Science or similar majors’ exposure to a variety of assignments which could include: Project Management, Business Analysis, Supplier Management, Infrastructure, and Application Management.At Trane Technologies, we value our people and their development. Through our student programs, participants will have an opportunity to interview for our full-time, post-graduate Accelerated Development Program for IT or direct hire opportunities. Click here (https://www.tranetechnologies.com/en/index/careers/early-careers.html)  to learn more.This posting supports multiple positions and the work arrangements will reflect the nature of the selected role. This could include Hybrid, Onsite, or Virtual work arrangements.Successful Candidate’s Profile :We are looking for performance-driven, innovative leaders who understand the importance of collaboration and customer focus. A successful candidate will exhibit the following:Collaborate with others to foster effective teamwork by linking own responsibilities to the team’s goals and needs - zeal for new information, knowledge, and experiencesEnsure effective planning, coordination, and implementation of plans with other functions and key stakeholdersIdentify complex problems and review related information to develop and evaluate options and implement solutionsWilling to be mobile and relocate anywhere in the United StatesPursuing a BS/BA in Management Information Systems, Information Technology, or Computer Science with a cumulative overall GPA at or above 3.0Minimum Work Experience: At least one internship or work experienceDemonstrated leadership skills such as: campus organizations, sports team captain, resident advisor, etc. or exceptional leadership of work projectsU.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the futureSalary Information Base Pay: $21.50 – $29.00 per hourDisclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed. We offer competitive compensation and comprehensive benefits and programs that help our employees thrive in both their professional and personal lives. We are proud of our winning culture which is inclusive and respectful at its core. We share a passion for serving customers, caring for others, and boldly challenging what’s possible for a sustainable world.We are committed to achieving workforce diversity reflective of our communities. We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('', '', '')"
2024 Energy Engineering Intern,Trane Technologies,"Birmingham, AL",Other,Intern,https://climatebase.org/job/47119920/2024-energy-engineering-intern?utm_source=company_page,2023-10-05,"At  Trane Technologies  TM  and through our businesses including  Trane  ®  and  Thermo King  ® , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Job SummaryOur 12-week intern program will challenge and develop your technical, business, leadership, and communication skills. It will provide you insight into an Energy Engineering career with Trane Technologies, focusing on solutions that provide our customers with the most energy-efficient buildings. You will be able to grow in a variety of areas, including energy analysis projects, completion of field energy audits, client interviews, completion of estimates, and development of energy conversation measures, and project management.For those who mutually agree to pursue this career, this internship also creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.As an Energy Engineer Intern, you may experience and assist in:Partnering with Account Managers and Energy Engineers to diagnose energy opportunities with customer’s facilities and provide small energy projects that solve customer issues/opportunities.Providing technical analysis/review for energy projects; providing project risk assessment.Performing building “walk-throughs” and identifying energy conservation measures (architectural, mechanical, electrical, etc.) in commercial, institutional, and industrial facilities.Developing existing reporting capabilities from a software standpoint and a usability perspective and investigate new technologies.Prescribing best methods for measurement and verification of system performance during the acquisition phase.Analyzing data outputs for trends and/or any deviations that need further investigating.Assisting with opportunity technical qualification including Preliminary Audits, Benchmarking, Site Surveys, and Interviews.Collecting, analyzing, and developing benchmark summary reports to illustrate the pertinent details of building and/or system performance.Compensation Information:Pay Range: $22.00 - $29.50Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Qualifications:Pursuing a bachelor’s degree in Engineering, preferred disciplines: Energy, Mechanical or Electrical.Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '$22.00', '$29.50')"
2024 Construction Project Management Intern,Trane Technologies,"Atlanta, GA",Other,Intern,https://climatebase.org/job/47119919/2024-construction-project-management-intern?utm_source=company_page,2023-10-05,"At  Trane Technologies  TM  and through our businesses including  Trane  ®  and  Thermo King  ® , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Job SummaryYou will work on all aspects of construction projects with responsibility for project execution while working alongside a Project Manager to complete objectives within a time frame and available resources. Trane Technologies focuses on solutions that provide our customers with the most energy-efficient buildings.Our 12-week intern program will challenge and develop your technical, business, leadership, and communication skills. It will provide insight into a Contracting Project Management career with Trane Technologies. For those who mutually agree to pursue this career, this internship also creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.As a Contracting Project Management Intern, you may experience and assist in:Planning and coordinating assigned projects, establish schedules and project parameters and set procedures to accomplish system objectives. This could include generating tasks, estimates, dependencies; milestones, CPM Analysis; and Histogram AnalysisWorking directly with the engineering team to support engineering programming and material selection activities related to projects.Establishing and maintaining an operations budget for assigned projects by revising the original estimate based on validated project scope and monitoring the accuracy of the forecasted cost at completion by managing expenses.Preparing sub-contractor request for quotations (RFQ), including scope statements; plans and milestone dates; specs; bonding requirements; and billing schedule of values.Receiving and qualifying subcontractor proposals; supervises work of project assigned staff, subcontractors and installers.Communicating with contractors, subcontractors and owners to discuss scope of project, budgets, performance, and close-out as well as with other team members concerning problems, obstacles, issues, and information needs.Compensation Information:Pay Range: $20.50 - $28.00Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Qualifications:Pursuing a bachelor’s degree. Stronglypreferred in Construction Engineering, Building Management, Construction Management, or equivalent degree.Knowledge of construction management processes, means, and methods.Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '$20.50', '$28.00')"
2024 Sales Engineer Intern - Service,Trane Technologies,"Valley View, OH",Other,Intern,https://climatebase.org/job/47119911/2024-sales-engineer-intern---service?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:·       A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.·       Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.·       Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.·       This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities:Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:·       Work directly with our industry leading Sales Engineers and customers.·       Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.·       Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.·       Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.·       Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information:Pay Range: 21.00 - 30.00Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel:·       Less than 15% in defined geographyQualifications:·       Pursuing bachelor’s degree– Preferred: Business, Management, Sales, Entrepreneurship, Marketing, Engineering·       Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.·       This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.·       Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:o   DUI in the previous 3 yearso   Hit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '21.00', '30.00')"
2024 Sales Engineer Intern - Equipment,Trane Technologies,"Birmingham, AL",Other,Intern,https://climatebase.org/job/47119910/2024-sales-engineer-intern---equipment?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities:Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:Work directly with our industry leading Sales Engineers and customers.Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information:Pay Range: 18.50 - 26.00Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel:Less than 15% in defined geographyQualifications:Pursuing bachelor’s degree in engineering (Open to all engineering areas of emphasis)Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '18.50', '26.00')"
2024 Sales Engineer Intern - Controls,Trane Technologies,"Brea, CA",Other,Intern,https://climatebase.org/job/47119909/2024-sales-engineer-intern---controls?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities :Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:Work directly with our industry leading Sales Engineers and customers.Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information :Pay Range: $24.36 - $34.80Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel:Less than 15% in defined geographyQualifications:Pursuing bachelor’s degree– Preferred: Information Technology, Information Systems, Engineering Technology, EngineeringBe a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the futureThis posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '$24.36', '$34.80')"
2024 Sales Engineer Intern - Service,Trane Technologies,"Boise, ID",Other,Intern,https://climatebase.org/job/47119897/2024-sales-engineer-intern---service?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:·       A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.·       Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.·       Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.·       This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities:Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:·       Work directly with our industry leading Sales Engineers and customers.·       Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.·       Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.·       Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.·       Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information :Pay Range: 21.00 - 30.00Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel:·       Less than 15% in defined geographyQualifications:·       Pursuing bachelor’s degree– Preferred: Business, Management, Sales, Entrepreneurship, Marketing, Engineering·       Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.·       This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.·       Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:o   DUI in the previous 3 yearso   Hit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '21.00', '30.00')"
2024 Sales Engineer Intern - Equipment,Trane Technologies,"Towson, MD",Other,Intern,https://climatebase.org/job/47119896/2024-sales-engineer-intern---equipment?utm_source=company_page,2023-10-05,"At Trane TechnologiesTM (https://www.tranetechnologies.com)   and through our businesses including Trane® (https://www.trane.com)  and Thermo King® (https://www.Thermoking.com) , we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.Position:Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:A 12-week internship program that will challenge and develop your technical, business, sales, leadership, and communication skills – providing insight into a sales engineering career with Trane.Gain and interact with the world's most complete line of commercial, industrial, and institutional heating, ventilating, and air conditioning (HVAC) equipment and building management controls.Be exposed to the many facets of Trane Technologies’ businesses: Service, Equipment, Building Automation, Application, Fulfillment, and much more.This internship will provide you the experience to pursue a career in Sales Engineering, and creates the opportunity to join our industry leading Graduate Training Program (GTP) after graduation.Responsibilities:Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:Work directly with our industry leading Sales Engineers and customers.Understand the design, application and sale of systems, controls, parts, and services for commercial, industrial, and institutional buildings.Attend sales meetings; business functions; sales and service calls; customer meetings alongside experienced account managers and mentors.Understand the steps sales engineers take from start to finish on a job and be hands-on in those steps throughout the internship.Gain an appreciation for the importance of the relationship with our customers as you work with them as a daily point-of-contact creating a sense of ownership and importance in the solution-making process.Compensation Information:Pay Range: 18.50 - 26.00Disclaimer: This base pay range is based on US national averages. Actual base pay could be a result of function, class year, and geographic location where the work is performed.Travel :Less than 15% in defined geographyQualifications :Pursuing bachelor’s degree in engineering (Open to all engineering areas of emphasis)Be a U.S. citizen or have the legal right to work in the U.S. without requiring sponsorship now or in the future.This posting is for multiple opportunities. Some positions may be remote while others may require a hybrid or onsite assignment at one of our facilities across North America.Possess a valid driver’s license for a minimum of 12 months, ability to provide proof of insurance, and have no major or frequent traffic violations including, but not limited to:DUI in the previous 3 yearsHit & Run, License Suspension, Reckless / Careless Driving or multiple smaller infractions or preventable collisions in the previous 3 years.We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.","('Pay Range:', '18.50', '26.00')"
